x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0,0,0,-0.09868563,-0.088133976,-0.047787126,-0.166674554,-0.270625651,-0.075879358,-0.089550965,-0.389733195,-0.105496429,0.017470045015215874,-0.415657282,-0.131231993,-0.089342706,-0.492765844,-0.064580828,-0.106817804,-0.723876953,-0.132894143,-0.114205785,-0.846964896,-0.176099837,-0.112670638,-0.971164286,-0.210107744,0.004900762,-0.450537622,-0.076503128,0.002590968,-0.525666714,-0.169597447,-0.035006054,-0.357329875,-0.182626054,-0.040032301,-0.310732514,-0.176084206,0.086907931,-0.391000569,-0.096259594,0.09252736,-0.464026868,-0.179744437,0.036113437,-0.305450112,-0.145599231,0.028851322829723358,-0.26762867,-0.10563907,0.1632671058177948,-0.314462453,-0.122278824,0.1720382124185562,-0.397032589,-0.170201108,0.11788315325975418,-0.29195264,-0.139719307,0.10417439043521881,-0.248802021,-0.107025817,one
0,0,0,-0.094080552,-0.093135975,-0.048681688,-0.155897334,-0.275593013,-0.078485265,-0.075224631,-0.392848641,-0.110926025,0.032499187,-0.416201711,-0.139554307,-0.084275335,-0.4945575,-0.059479706,-0.099849172,-0.730897605,-0.12531288,-0.104676001,-0.852836668,-0.164565951,-0.097915418,-0.975867033,-0.195181996,0.010491522960364819,-0.453061223,-0.0721476,0.009112955,-0.529728472,-0.165964305,-0.027780855,-0.368378729,-0.178677365,-0.028020717,-0.322647274,-0.170848981,0.093399972,-0.392266393,-0.093256056,0.099788949,-0.464880764,-0.177652076,0.042231236,-0.316411376,-0.145025328,0.035766538232564926,-0.281220227,-0.105336159,0.17044667899608612,-0.314786583,-0.120773956,0.17996783554553986,-0.398275882,-0.168071181,0.12438478320837021,-0.300043881,-0.13807793,0.10898931324481964,-0.256543964,-0.105704144,one
0,0,0,-0.10144943,-0.082656272,-0.051731315,-0.161873281,-0.271651506,-0.081152603,-0.072020538,-0.391048431,-0.112174064,0.041415364,-0.406959623,-0.139129639,-0.091922499,-0.493705392,-0.062064402,-0.104131885,-0.72846365,-0.12750271,-0.105951093,-0.850587785,-0.16659005,-0.096900202,-0.975333691,-0.198329389,0.004258947,-0.456844658,-0.073031135,0.007154295,-0.519471049,-0.167447314,-0.031078909,-0.353897303,-0.179796323,-0.034274179,-0.31321457,-0.172716245,0.087415949,-0.399180919,-0.092586175,0.097650841,-0.458824039,-0.177263483,0.037868231534957886,-0.304710954,-0.143234402,0.029361395,-0.274811804,-0.103914239,0.16419076919555664,-0.323839366,-0.119013563,0.17136575281620026,-0.390520722,-0.167463198,0.11590174585580826,-0.285483927,-0.138311386,0.1035936251282692,-0.247003749,-0.107168317,one
0,0,0,-0.097410738,-0.084530145,-0.055695448,-0.152317345,-0.264229953,-0.089506485,-0.061028279,-0.374897182,-0.123958528,0.052833341,-0.399755687,-0.154060379,-0.084079728,-0.492233694,-0.068335608,-0.092428826,-0.727447331,-0.135693789,-0.091266237,-0.85041362,-0.176434487,-0.079529472,-0.974657238,-0.209089145,0.01645246,-0.456195533,-0.077443287,0.024867556989192963,-0.50789541,-0.172737598,-0.017032903,-0.347696304,-0.185974225,-0.024615122,-0.309959948,-0.18002443,0.1018359512090683,-0.396962881,-0.09537594,0.1147652193903923,-0.442148268,-0.181824327,0.051818486,-0.296247542,-0.150284782,0.038816664,-0.270044327,-0.112833999,0.17802736163139343,-0.321267545,-0.1202631,0.18991920351982117,-0.377312094,-0.172333568,0.13095790147781372,-0.277129024,-0.146066785,0.11236341297626495,-0.240726382,-0.116380297,one
0,0,0,-0.096234657,-0.081084013,-0.057156458,-0.149937704,-0.265423238,-0.088444293,-0.057341028,-0.382370561,-0.119783938,0.050403695553541183,-0.413003087,-0.147017658,-0.086680181,-0.492110342,-0.067185983,-0.094194151,-0.726392329,-0.132470384,-0.092476048,-0.85003835,-0.171191841,-0.082776271,-0.975865066,-0.202077761,0.011722493,-0.456032783,-0.075490609,0.021827902644872665,-0.522255182,-0.168202132,-0.015836617,-0.353121132,-0.179106548,-0.023840103,-0.311448187,-0.171145633,0.095900051,-0.397803873,-0.092870809,0.11077257245779037,-0.463815272,-0.178844005,0.052717786,-0.306425929,-0.145222306,0.039873175,-0.274462223,-0.105894245,0.1713239997625351,-0.321448028,-0.117227875,0.18479186296463013,-0.395014316,-0.168929547,0.13013043999671936,-0.287717164,-0.140383422,0.11281489580869675,-0.244932741,-0.108957879,one
0,0,0,-0.09663064,-0.088883899,-0.0569713,-0.148834154,-0.276299119,-0.088004708,-0.059112597,-0.390528798,-0.119748123,0.04610486,-0.414854527,-0.147287399,-0.092189394,-0.49821192,-0.059561878,-0.100411519,-0.731643915,-0.126466647,-0.097971678,-0.852199674,-0.165775269,-0.086001135,-0.976899385,-0.195630938,0.00402951,-0.458710104,-0.06849359,0.019621025770902634,-0.532122791,-0.166327611,-0.013921577,-0.361186355,-0.18002139,-0.020556852,-0.314164966,-0.170739546,0.087934017,-0.400574118,-0.087124944,0.10755299776792526,-0.471628129,-0.177221775,0.053015858,-0.314167261,-0.145895153,0.041264284402132034,-0.280078471,-0.104929335,0.16284124553203583,-0.324657828,-0.112510823,0.18288294970989227,-0.406720728,-0.164301157,0.13221004605293274,-0.298046678,-0.135096163,0.11650450527667999,-0.251464874,-0.101832867,one
0,0,0,-0.094328947,-0.098783344,-0.05086736,-0.143381372,-0.292132616,-0.079559349,-0.047746576,-0.402960092,-0.110427052,0.059461504220962524,-0.421630144,-0.138827503,-0.084555276,-0.499713182,-0.054173488,-0.088942535,-0.731597185,-0.114478201,-0.085524023,-0.857773304,-0.152717248,-0.072753809,-0.980212688,-0.184092194,0.014375793747603893,-0.460622132,-0.065400302,0.030118370428681374,-0.540374279,-0.156675011,-0.008002909,-0.368704647,-0.168942019,-0.016921015,-0.307906091,-0.16034697,0.099198446,-0.398585767,-0.085144468,0.12045136094093323,-0.480818838,-0.167184368,0.061294489,-0.325856417,-0.133507401,0.046825428,-0.275531501,-0.093325339,0.1712353676557541,-0.315766603,-0.111492611,0.1931760609149933,-0.407584608,-0.159407824,0.13817982375621796,-0.303396463,-0.129130244,0.12035136669874191,-0.247783065,-0.096621856,one
0,0,0,-0.100213334,-0.105023965,-0.052749921,-0.146342933,-0.312477559,-0.081414662,-0.044464272,-0.427288771,-0.111692175,0.068285048,-0.434551805,-0.140684783,-0.087274641,-0.491429865,-0.057350323,-0.0903164,-0.724714875,-0.113055401,-0.086568117,-0.85810107,-0.149473488,-0.073421575,-0.980753005,-0.180922374,0.012460061348974705,-0.456681162,-0.067715906,0.028887683525681496,-0.548403025,-0.159398735,-0.010473712,-0.383015245,-0.172671199,-0.017979911,-0.304427356,-0.162979141,0.097115442,-0.392596811,-0.08570084,0.1167047992348671,-0.475204438,-0.163173333,0.060523216,-0.328313261,-0.12980032,0.050081104040145874,-0.264975131,-0.089471273,0.16901683807373047,-0.306779921,-0.110787861,0.18054288625717163,-0.388949126,-0.154667839,0.13126233220100403,-0.297328472,-0.125820696,0.12373211234807968,-0.244906738,-0.094799712,one
0,0,0,-0.105266213,-0.098892435,-0.058610771,-0.153609306,-0.311370343,-0.083814919,-0.057478372,-0.436253071,-0.108682543,0.052627809,-0.46061793,-0.129899889,-0.099172316,-0.498042643,-0.052813776,-0.103958145,-0.727481186,-0.11381983,-0.10283266,-0.852559745,-0.151377335,-0.089188851,-0.979355454,-0.181406274,0.001123158,-0.468798816,-0.058671512,0.019803993,-0.551939487,-0.15166986,-0.019745976,-0.379948646,-0.1622421,-0.025102813,-0.317427814,-0.149290696,0.085151061,-0.413392812,-0.074471928,0.10877885669469833,-0.487972081,-0.155280948,0.050178234,-0.337905675,-0.120336935,0.039793286472558975,-0.289965868,-0.077661112,0.1583365947008133,-0.335248441,-0.098117419,0.17955990135669708,-0.41645655,-0.144610867,0.1313057243824005,-0.32126984,-0.115502343,0.12179829180240631,-0.272496969,-0.082660861,one
0,0,0,-0.102720931,-0.107735395,-0.049076989,-0.153229877,-0.308408409,-0.074753545,-0.062372081,-0.429784805,-0.102282494,0.035404492,-0.460217327,-0.128284842,-0.096405581,-0.491196543,-0.053688716,-0.104874529,-0.720430732,-0.114320561,-0.104809135,-0.85194993,-0.153516933,-0.096123353,-0.978072524,-0.18475537,0.002943388,-0.46357426,-0.065643311,0.033933714,-0.549492657,-0.160263717,-0.001406957,-0.384054631,-0.177373663,-0.018306004,-0.316925228,-0.169787318,0.089570113,-0.413685352,-0.085264131,0.12107637524604797,-0.481675208,-0.166914508,0.068010636,-0.329237729,-0.136132464,0.048386082,-0.280787826,-0.09734612,0.16664069890975952,-0.342347622,-0.111411378,0.19404901564121246,-0.415778518,-0.156045943,0.14759433269500732,-0.311252534,-0.125105068,0.1306706964969635,-0.264139891,-0.092329115,one
0,0,0,-0.096931674,-0.121912561,-0.050578404,-0.14171274,-0.325891435,-0.077656381,-0.050807226,-0.461036116,-0.105574325,0.049821544,-0.514059544,-0.131235853,-0.089943565,-0.499653786,-0.048240874,-0.09973336,-0.725548208,-0.109505057,-0.103383623,-0.857794285,-0.148346588,-0.094005801,-0.979526758,-0.178017437,0.010075478814542294,-0.465588719,-0.059013054,0.036482714116573334,-0.588809371,-0.15191187,-0.009723654,-0.415044338,-0.16533418,-0.023447443,-0.339076996,-0.152646288,0.097442776,-0.407807201,-0.078116193,0.12563562393188477,-0.515803814,-0.161302313,0.063089408,-0.357364058,-0.126249984,0.047593188,-0.296885759,-0.081627093,0.1762176901102066,-0.327077627,-0.103479967,0.19815126061439514,-0.431655258,-0.151143715,0.1475493609905243,-0.329588652,-0.117886238,0.1350022256374359,-0.276859373,-0.081377827,one
0,0,0,-0.096886799,-0.124956138,-0.04887557,-0.134993747,-0.342129081,-0.072495684,-0.036516193,-0.477125943,-0.097681746,0.067957766,-0.517234683,-0.120838434,-0.083374791,-0.503473699,-0.043805208,-0.087235533,-0.727300763,-0.102396466,-0.089257888,-0.859394431,-0.139950395,-0.077769406,-0.982466042,-0.169447169,0.016988339,-0.466267794,-0.053627796,0.037561140954494476,-0.59171629,-0.142423525,-0.004857201,-0.417329282,-0.153622895,-0.010101137,-0.337245941,-0.139844358,0.1034902036190033,-0.406529486,-0.071832679,0.12940703332424164,-0.515926003,-0.150071189,0.067933008,-0.360407799,-0.113744333,0.056413408,-0.291208655,-0.068759508,0.1810283213853836,-0.326006532,-0.096555151,0.20323945581912994,-0.441789389,-0.141166925,0.15396061539649963,-0.346750319,-0.108813636,0.14469051361083984,-0.285950989,-0.07340166,one
0,0,0,-0.091093108,-0.132818013,-0.057716947,-0.120507635,-0.338486016,-0.083547518,-0.020053076,-0.466768622,-0.109516896,0.081474237,-0.510737658,-0.132204011,-0.073434234,-0.505408466,-0.041341133,-0.070498392,-0.732146382,-0.10412129,-0.068572849,-0.861005187,-0.142841846,-0.053669993,-0.983894527,-0.170502171,0.024540326,-0.463201582,-0.048306543,0.061874810606241226,-0.596108437,-0.143998325,0.014857712,-0.432839006,-0.161235571,-0.00014506,-0.35323894,-0.148313686,0.10844031721353531,-0.400988787,-0.065320216,0.14479362964630127,-0.508730531,-0.152380198,0.080024019,-0.357520849,-0.124413662,0.061580718,-0.2961514,-0.080813661,0.18247632682323456,-0.318871588,-0.089022696,0.2096008062362671,-0.427333385,-0.135693625,0.16071292757987976,-0.334142178,-0.105289958,0.1460169553756714,-0.278876007,-0.069434494,one
0,0,0,-0.099650659,-0.132965028,-0.053177524,-0.12768653,-0.358045012,-0.072748281,-0.020202538,-0.490397096,-0.094217569,0.091324255,-0.518767357,-0.113801956,-0.06592679,-0.531032205,-0.026920255,-0.064918861,-0.738846481,-0.081751257,-0.064719386,-0.868657827,-0.119428039,-0.050421406,-0.987468123,-0.149547204,0.034619417041540146,-0.489300907,-0.035051499,0.058309231,-0.597156405,-0.122175805,0.006367521,-0.424893826,-0.136387929,-0.004889067,-0.339107245,-0.123698398,0.11602316796779633,-0.424761951,-0.053426437,0.1426241248846054,-0.517826259,-0.134646013,0.069838695,-0.361941278,-0.103708297,0.055808634,-0.289354146,-0.060431797,0.18890702724456787,-0.335095346,-0.078818768,0.21043901145458221,-0.437389225,-0.124429122,0.15257500112056732,-0.341338366,-0.094160154,0.13967816531658173,-0.278063267,-0.05945041,one
0,0,0,-0.091636889,-0.133654296,-0.053887408,-0.11746075,-0.345211893,-0.077780768,-0.007174609,-0.463514805,-0.103369839,0.097403258,-0.497123957,-0.127313256,-0.064987645,-0.49956277,-0.039721698,-0.061421353,-0.728065312,-0.100329965,-0.054395061,-0.862466335,-0.13883996,-0.035744905,-0.985250533,-0.167342767,0.02820863,-0.456695169,-0.049338307,0.068040483,-0.581397057,-0.144188643,0.018200705,-0.419232607,-0.158591509,0.001310305,-0.337213427,-0.144125834,0.1067114993929863,-0.395978838,-0.068798117,0.14518406987190247,-0.498485535,-0.153600842,0.077853821,-0.348332196,-0.121995911,0.060357042,-0.282404542,-0.077339239,0.17766548693180084,-0.315462768,-0.095290281,0.1982337385416031,-0.40305987,-0.140747607,0.14625094830989838,-0.308656007,-0.109791555,0.1343686282634735,-0.254198223,-0.074616589,one
0,0,0,-0.093392067,-0.134883791,-0.053715512,-0.114584662,-0.354755193,-0.075250253,-0.000357127,-0.472246468,-0.098636061,0.10593916475772858,-0.499302238,-0.119683512,-0.056845989,-0.524539471,-0.034465466,-0.048492279,-0.736126244,-0.091292627,-0.042668786,-0.868556082,-0.1280808,-0.025144815,-0.987285495,-0.156955823,0.037623059,-0.480474383,-0.044113684,0.077913381,-0.59479779,-0.134479731,0.021179450675845146,-0.431234717,-0.148336634,0.000763972,-0.355765134,-0.134337857,0.115298793,-0.410912156,-0.063645408,0.15020538866519928,-0.500205934,-0.147166207,0.075116232,-0.355927706,-0.119896784,0.054893762,-0.299878478,-0.078798562,0.18344087898731232,-0.318472385,-0.089841925,0.2006588727235794,-0.396005094,-0.135977,0.1418158859014511,-0.311956108,-0.109103024,0.12682044506072998,-0.266502798,-0.07723102,one
0,0,0,-0.086860478,-0.146169886,-0.052438721,-0.103905208,-0.365339249,-0.075229146,0.009843698,-0.481232643,-0.100865379,0.12306559085845947,-0.496198744,-0.124382831,-0.04774617,-0.52894336,-0.026781598,-0.032397877,-0.74321121,-0.078469455,-0.022036493,-0.874111235,-0.113441542,-0.001187021,-0.989844024,-0.142152905,0.045869991183280945,-0.481338143,-0.036777824,0.094188467,-0.59305048,-0.128656685,0.034474410116672516,-0.441463113,-0.148462251,0.009886499,-0.355795294,-0.137800276,0.12250550091266632,-0.408535212,-0.05597496,0.16470138728618622,-0.497306317,-0.138730258,0.084755063,-0.364583522,-0.117166921,0.059367839246988297,-0.297434598,-0.07898321,0.18631812930107117,-0.313324094,-0.081487499,0.20309291779994965,-0.393243372,-0.126785725,0.14151214063167572,-0.317393005,-0.103643715,0.12434819340705872,-0.266972393,-0.074045442,one
0,0,0,-0.078551218,-0.146294892,-0.056196257,-0.095910072,-0.360492259,-0.08131016,0.010600837878882885,-0.481878042,-0.10764984,0.1147494837641716,-0.506919205,-0.132396534,-0.039570712,-0.512036741,-0.035347801,-0.017294543,-0.734103918,-0.092298232,-0.005611073,-0.866923988,-0.129230097,0.013450669,-0.987456977,-0.157314822,0.057496801018714905,-0.468015909,-0.043051574,0.10686946660280228,-0.591783822,-0.136344567,0.049610745161771774,-0.446418732,-0.155351594,0.025657013058662415,-0.360810399,-0.143407628,0.137823224,-0.399276018,-0.060044322,0.17477206885814667,-0.495815933,-0.145271152,0.10273528099060059,-0.360857248,-0.121320225,0.081283458,-0.295289457,-0.080242418,0.20534929633140564,-0.309525639,-0.083254039,0.21882201731204987,-0.401984513,-0.130231753,0.16304726898670197,-0.318768889,-0.103371985,0.14824648201465607,-0.265502483,-0.070178844,one
0,0,0,-0.07494235,-0.170160741,-0.049019903,-0.082807966,-0.372765332,-0.07467401,0.019728212,-0.490558386,-0.104538463,0.1195949986577034,-0.530009925,-0.133475378,-0.029626764,-0.512882769,-0.024168063,-0.006090744,-0.738004446,-0.077341512,0.014290607,-0.874322593,-0.1146468,0.037851400673389435,-0.989079833,-0.142437294,0.064384833,-0.465235114,-0.035512682,0.12212713807821274,-0.611152768,-0.132035673,0.06528452,-0.48680833,-0.158924356,0.027565868571400642,-0.376289755,-0.14986676,0.14354489743709564,-0.391976863,-0.055029254,0.18551623821258545,-0.513911545,-0.137318984,0.11098616570234299,-0.403856426,-0.121247016,0.073896803,-0.315251708,-0.08422444,0.20754393935203552,-0.298427373,-0.080271527,0.22353535890579224,-0.403515279,-0.125481665,0.16147002577781677,-0.344577074,-0.105137452,0.12907874584197998,-0.282366276,-0.075745031,one
0,0,0,-0.074713744,-0.168106526,-0.056372449,-0.079716563,-0.370927483,-0.082177378,0.026851650327444077,-0.482590705,-0.110290326,0.12428410351276398,-0.536284328,-0.137302965,-0.028668394,-0.528575838,-0.023857385,-0.001212408,-0.744288027,-0.080826178,0.021355115,-0.875404,-0.119575806,0.048628025,-0.987988651,-0.146675438,0.066616796,-0.476298571,-0.032587685,0.12615342438220978,-0.610989392,-0.130161852,0.06820976,-0.480899066,-0.156290039,0.034032825380563736,-0.378924876,-0.145246565,0.14536286890506744,-0.399741173,-0.051362451,0.1782345324754715,-0.505783617,-0.139738515,0.10800226032733917,-0.382468045,-0.122866333,0.08170224,-0.307497293,-0.082813479,0.20917628705501556,-0.302959651,-0.076084733,0.2201501429080963,-0.412017256,-0.124100916,0.16137677431106567,-0.335075915,-0.098672159,0.13725431263446808,-0.273747087,-0.064150311,one
0,0,0,-0.075427964,-0.16623874,-0.059623294,-0.080281034,-0.375867397,-0.080866717,0.02945053,-0.494418204,-0.103204466,0.12666471302509308,-0.545127571,-0.123976961,-0.035683192,-0.519151986,-0.019614918,-0.000811566,-0.738825679,-0.074258819,0.027450854,-0.871816933,-0.111396208,0.058155734,-0.98878634,-0.137548253,0.060736284,-0.470673323,-0.022572985,0.11749475449323654,-0.598677218,-0.115783684,0.067769937,-0.465150386,-0.140275791,0.041199833154678345,-0.367500454,-0.129224151,0.1401842087507248,-0.40413931,-0.036323033,0.17853787541389465,-0.506123364,-0.122776046,0.11182410269975662,-0.380168229,-0.10672766,0.085692093,-0.306666344,-0.067765832,0.20358681678771973,-0.318228573,-0.056420807,0.21854156255722046,-0.420017511,-0.104130514,0.1622145026922226,-0.338294387,-0.081653528,0.13911893963813782,-0.277519166,-0.049568105,one
